"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name"
"K6E93XBP","journalArticle",2019,"Tzortzakaki, Olga; Papadatou, Eleni; Kati, Vassiliki; Giokas, Sinos","Winners and losers in an urban bat community: a case study from southeastern Europe","HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY",NA,"0394-1914","10.4404/hystrix-00204-2019",NA,"Increasing urbanisation is reported to have significant effects on bat communities, due to habitat modifications, light and noise pollution and reduced prey availability. Recent studies have indicated that species show varying responses to urbanisation, with a few able to exploit man-made structures and adjust to the new environmental conditions. This study aimed to identify how landscape composition influences bat diversity and community structure along the urbanisation gradient in a coastal Mediterranean city (Patras, Greece) and whether particular species benefit from the novel conditions. We conducted acoustic surveys along 45 transects during the post-breeding season for two years. The effect of land cover, the number of streetlamps (a proxy of artificial illumination), the presence of water bodies and weather conditions on bat activity, and community structure were investigated using Generalized Linear Mixed Models, and multivariate statistics respectively. Eight bat species and five species groups were identified. Bat communities were affected by urbanisation in general and diversity was low in the entire study area. The community was dominated by the synurbic species Pipistrellus kuhlii, which comprised more than 70% of the total bat activity recorded. A positive relationship between built-up areas and bat activity was found, probably because P. kuhlii usually forages around streetlamps in urban areas. In contrast, vegetation cover did not affect bat activity, even in the less urbanised areas. The remainder of the bat species were not frequently recorded and were mostly detected close to water bodies, highlighting their value for foraging bats and the need for their conservation.","2019","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"134-140",NA,"2",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: C/O GIOVANNI AMORI, CNR-ISE VIALE DELL UNIVERSITA 23, ROMA, I-00185, ITALY Publisher: ASSOC TERIOLOGICA ITALIANA Type: Article",NA,NA,NA,"land cover; Mediterranean basin; Pipistrellus kuhlii; urbanisation gradient; water bodies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Affect of number of street lamps on bat activity. Timing most likely not recorded but can check?","Insert Screener Name"
"4GZWW9L7","journalArticle",2019,"Ancillotto, L.; Bosso, L.; Salinas-Ramos, V. B.; Russo, D.","The importance of ponds for the conservation of bats in urban landscapes","LANDSCAPE AND URBAN PLANNING",NA,"0169-2046","10.1016/j.landurbplan.2019.103607",NA,"Ponds have an important role in the ecology of urban areas, as they provide essential habitats to aquatic species, as well as fundamental resources to terrestrial wildlife. Artificial water sites such as urban ponds provide foraging and drinking resources to synurbic wildlife, among which bats stand out as an important group. Availability of water sources may thus strongly influence the persistence of animal populations in urban habitats. Pond characteristics, as well as landscape structural patterns in the surrounding area, may modulate the use of such water sites by bats. We investigated bat species richness and activity levels in a pond archipelago within the city of Rome, one of the largest urban areas in Italy. We hypothesized that the presence of woody vegetation and hedgerows affects activity rates over ponds and that bat responses to habitat and landscape structures as well as artificial illumination are species-specific. Bat species richness was mainly influenced by the availability of wooded vegetation within 1000 m around ponds, with minor effects of the amount of bank habitat, while bat activity was affected by different habitat features in a species-specific way. All species responded positively to pond proximity to linear landscape elements such as hedgerows and to the amount of bank habitat. The presence of natural banks, the amount of woodland and that of open green areas positively influenced the activity of different species at different scales, while distances between ponds and artificial lights had a species-specific effect direction. Our results highlight the importance of key factors characterizing ponds and the surrounding habitat in urban landscapes whose appropriate management may improve the viability of synurbic bat populations.","2019-10","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"",NA,"",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",NA,NA,NA,"Chiroptera; Pond; Urban biodiversity; Urban ecosystem; Water site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Tested affect of distance between ponds and artificial lights on bat activity. Unclear if timing considered. ","Insert Screener Name"
"V58FE28W","journalArticle",2013,"Lorch, Jeffrey M.; Lindner, Daniel L.; Gargas, Andrea; Muller, Laura K.; Minnis, Andrew M.; Blehert, David S.","A culture-based survey of fungi in soil from bat hibernacula in the eastern United States and its implications for detection of <i>Geomyces destructans</i>, the causal agent of bat white-nose syndrome","MYCOLOGIA",NA,"0027-5514","10.3852/12-207",NA,"The recent emergence of white-nose syndrome (WNS), a fungal disease causing unprecedented mortality among hibernating bats of eastern North America, has revealed a knowledge gap regarding fungal communities associated with bats and their hibernacula. We used culture-based techniques to investigate the diversity of fungi in soil samples collected from 24 bat hibernacula in the eastern United States. Ribosomal RNA regions (internal transcribed spacer and partial intergenic spacer) were sequenced to preliminarily characterize isolates. Geomyces species were one of the most abundant and diverse groups cultured, representing approximately 33% of all isolates. Geomyces destructans was isolated from soil samples from three hibernacula in states where WNS is known to occur, and many of the other cultured Geomyces isolates likely represent undescribed taxa. Further characterization of the diversity of fungi that occur in hibernacula both will facilitate an improved understanding of the ecology of G. destructans within this complex fungal community and provide an opportunity to identify characteristics that differentiate G. destructans from non-pathogenic relatives.","2013-04","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"237-252",NA,"2",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA Publisher: TAYLOR & FRANCIS INC Type: Article",NA,NA,NA,"bat; Geomyces; skin infection; white-nose syndrome; wildlife disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Study on the disease white-nose syndrome.","Insert Screener Name"
"BF995FVM","journalArticle",2020,"Gili, Fabrizio; Newson, Stuart E.; Gillings, Simon; Chamberlain, Dan E.; Border, Jennifier A.","Bats in urbanising landscapes: habitat selection and recommendations for a sustainable future","BIOLOGICAL CONSERVATION",NA,"0006-3207","10.1016/j.biocon.2019.108343",NA,"Urbanisation is among the most ecologically damaging change in land use, posing significant threats to global biodiversity. Most bat species are threatened by urbanisation, although urban areas can also offer important roosting and foraging opportunities. Urban development should consider how bats are likely to respond to development, and take measures to minimise impacts. We used acoustic data from four years of citizen science monitoring (2013-2016) to quantify the importance of fine-scale habitat configuration and composition for bats in urban areas in eastern England. Bat distribution and activity were analysed in relation to remote sensing data representing impervious surface, waterbodies and tree-cover density. Furthermore, hypothetical future scenarios of urban development were considered, assuming an increase in impervious or woodland surface. Lakes and discontinuous woodland were the most selected habitats and urban areas were the least selected, with Barbastellus, Myotis and Plecotus species being the most vulnerable. Nyctalus, Pipistrellus and Eptesicus species were less influenced by the presence of urban areas. Our results suggest that urban growth should be sought through the expansion of existing urban blocks, rather than creating new urban patches, to minimise impacts on commuting or foraging sites. Creating bat-friendly habitat of an area at least equal to any new urban settlement could provide mitigation for negative effects of urbanisation. Opportunities to increase areas of discontinuous woodland should be encouraged, while preserving unmanaged areas within large plantations would likely support the exploitation of continuous woodland by bats.","2020-01","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"",NA,"",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 125 London Wall, London, ENGLAND Publisher: ELSEVIER SCI LTD Type: Article",NA,NA,NA,"Acoustic monitoring; Chiroptera; Citizen science; Mitigation; Urban planning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No consideration of ALAN","Insert Screener Name"
"VJY2C3HF","journalArticle",2023,"Szabadi, Kriszta Lilla; Kurali, Aniko; Rahman, Nor Amira Abdul; Froidevaux, Jeremy S. P.; Tinsley, Elizabeth; Jones, Gareth; Gorfol, Tamas; Estok, Peter; Zsebok, Sandor","The use of solar farms by bats in mosaic landscapes: Implications for conservation","GLOBAL ECOLOGY AND CONSERVATION",NA,"","10.1016/j.gecco.2023.e02481",NA,"Solar energy is an important renewable energy source. However, the ecological effects of solar farms are largely unknown. Behavioral experiments proved previously that smooth surfaces, such as solar panels act as sensory traps for bats and insects, increasing collision risk, and suggesting that solar farms may affect local ecosystems in a complex way. As the orientation of bats is impeded around smooth surfaces, the exploitation of solar farms as foraging habitats by bats needs research. We surveyed the activity of bats at solar farms and in the neighboring habitats (forests, grasslands, arable fields, settlements and watersides) to evaluate the effects of solar farms on the occurrence and activity of bats and on the composition of bat communities. We conducted bioacoustic surveys at 190 sites in 15 areas of Hungary and recorded nearly 30 000 bat echolocation call sequences. We detected patterns of overall bat activity similar to those in other open habitats such as arable land and grassland indicating that some bat species can exploit this anthropogenic environment. Bat species detected at solar farms also frequently occur in arable land and settlements (Hypsugo savii, Nyctalus noctula and Pipistrellus kuhlii), suggesting that bats adapted to anthropogenic environments exploit solar farms. However, some species of major conservation concern (e.g. Myotis spp. and Barbastella barbastellus) were detected less frequently on solar farms than in other habitats raising implications for mitigation procedures.","2023-08","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"",NA,"",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",NA,NA,NA,"Anthropocene; Anthropogenic effect; Chiroptera; Habitat loss; Renewable energy; Solar panels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Effect of solar panels on bat movements. ","Insert Screener Name"
"F35ZCXJH","journalArticle",2024,"Segura-Trujillo, Cintya A.; Iniguez-Davalos, Luis Ignacio; Alvarez-Castaneda, Sergio Ticul; Castaneda-Rico, Susette; Maldonado, Jesus E.","Interaction of sound-audition traits between eared insects and arthropodophagous bats: using a DNA approach to assess diet","JOURNAL OF MAMMALOGY",NA,"0022-2372","10.1093/jmammal/gyae037",NA,"Arthropod-bat interactions are often considered as a base model for studying factors underlying predator-prey coevolutionary processes. Bats developed ultrasonic echolocation to hunt, and in response some arthropods developed defense mechanisms such as ultrasonic hearing, allowing them to elude bat predators. The present study analyzes the feeding patterns of bats, focusing on sonic-auditory sensory mechanisms in predator-prey interactions. Next-generation DNA sequence data from fecal samples were used to analyze the diet of 17 bat species from Mexico. Arthropod prey taxa were classified according to their auditory traits, and echolocation data were recompiled from literature review. We: (i) classified arthropod families according to their hearing ability; (ii) estimated arthropod taxon richness and proportion in the diet of each bat species; and (iii) used multidimensional scaling, principal component analysis, and regression to analyze prey consumption patterns in relation to their auditory traits and in relation to echolocation characteristics of bats. Finally, we analyzed the relationship between foraging time and auditory characteristics of prey. Families with hearing organs correspond to the orders Lepidoptera and Orthoptera. We registered 20 families of Lepidoptera and 5 of Orthoptera-7 and 3 with hearing organs, respectively. Of these orders, families lacking ears were recorded in the diet of a few bat species. Our results support the allotonic frequency hypothesis predicting a difference in emission frequency intervals between predator and prey. However, we found that the consumption of earless moths is less frequent and is related to diurnal and twilight activity-hence, their consumption is limited to bat species foraging early. Results indicate bats feed on arthropod prey successfully despite the ultrasonic hearing ability of the prey. These results may be due to counteradaptations that allow maintenance of an asymmetric “arms race” between bats and eared insects that favors the predator. La interacci & oacute;n artr & oacute;podo-murci & eacute;lago es considerado un modelo base para estudiar diversos factores subyacentes a los procesos coevolutivos entre depredador-presa. Los murci & eacute;lagos han desarrollado y perfeccionado la ecolocaci & oacute;n ultras & oacute;nica para poder cazar a sus presas, en respuesta algunos artr & oacute;podos han desarrollado la audici & oacute;n a esos sonidos para tener una respuesta elusiva a los murci & eacute;lagos depredadores. En el presente trabajo exploramos los patrones de dieta de los murci & eacute;lagos, enfocado en la interacci & oacute;n s & oacute;nica-auditiva entre depredador-presa. Se emplearon datos de secuenciaci & oacute;n de ADN de Nueva-generaci & oacute;n de excretas de 17 especies de murci & eacute;lagos de diferentes localidades de M & eacute;xico y se recopilaron datos de las caracter & iacute;sticas de sus llamados de ecolocaci & oacute;n a partir de revisi & oacute;n bibliogr & aacute;fica. Nosotros: (i) clasificamos a las familias de artr & oacute;podos de acuerdo sus rasgos de capacidad auditiva; (ii) estimamos la riqueza de taxones y su proporci & oacute;n en la dieta de cada especie de murci & eacute;lago, y (iii) empleamos an & aacute;lisis de escalamiento multidimensional, an & aacute;lisis de componentes principales y regresi & oacute;n para analizar los patrones de consumo de las presas en relaci & oacute;n con sus rasgos auditivos y en relaci & oacute;n con las caracter & iacute;sticas de ecolocaci & oacute;n de los murci & eacute;lagos. Finalmente analizamos la relaci & oacute;n entre la hora de forrajeo con la depredaci & oacute;n de las caracter & iacute;sticas auditivas de las presas. Las familias con & oacute;rganos auditivos encontradas corresponden a los & oacute;rdenes Lepidoptera y Orthoptera. Registramos 20 familias de Lepidoptera y 5 de Orthoptera, 7 y 3 de ellas con & oacute;rganos auditivos, respectivamente. De estos & oacute;rdenes, las familias que carecen de o & iacute;dos se registraron en la dieta de pocas especies de murci & eacute;lagos. Nuestros resultados respaldan la hip & oacute;tesis de la frecuencia alot & oacute;nica que predice una diferencia entre los intervalos de frecuencias de emisi & oacute;n y audici & oacute;n entre el depredador y la presa. No obstante, encontramos que el consumo de mariposas carentes de o & iacute;dos es menos frecuente y est & aacute; relacionado a la actividad diurna y crep & uacute;scular, por lo que su consumo se limita a especies de murci & eacute;lagos que inician temprano su actividad de forrajeo. Los resultados de nuestro trabajo se & ntilde;alan que los murci & eacute;lagos exitosamente se alimentan artr & oacute;podos a pesar de la capacidad auditiva ultras & oacute;nica de las presas. Lo que se puede explicar mediante la presencia de contra-adaptaciones que permiten mantener una “carrera armamentista” asim & eacute;trica entre los murci & eacute;lagos y las presas, a favor del depredador.","2024-08","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"838-853",NA,"4",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA Publisher: OXFORD UNIV PRESS INC Type: Article",NA,NA,NA,"a; a tr & oacute; arthropodophagy; artropodofag & iacute; auditory traits; bats; echolocation; ecolocaci & oacute; ecolog & iacute; fica; insectivor & iacute; insectivory; interacci & oacute; lago; metabarcode; metabarcoding; murci & eacute; n; n depredador-presa; predator-prey interaction; rasgos auditivos; trophic ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Not considering ALAN.","Insert Screener Name"
"RTWFPESM","journalArticle",2011,"Lorch, Jeffrey M.; Meteyer, Carol U.; Behr, Melissa J.; Boyles, Justin G.; Cryan, Paul M.; Hicks, Alan C.; Ballmann, Anne E.; Coleman, Jeremy T. H.; Redell, David N.; Reeder, DeeAnn M.; Blehert, David S.","Experimental infection of bats with <i>Geomyces destructans</i> causes white-nose syndrome","NATURE",NA,"0028-0836","10.1038/nature10590",NA,"White-nose syndrome(WNS) has caused recent catastrophic declines among multiple species of bats in eastern North America(1,2). The disease's name derives from a visually apparent white growth of the newly discovered fungus Geomyces destructans on the skin (including the muzzle) of hibernating bats(1,3). Colonization of skin by this fungus is associated with characteristic cutaneous lesions that are the only consistent pathological finding related to WNS4. However, the role of G. destructans in WNS remains controversial because evidence to implicate the fungus as the primary cause of this disease is lacking. The debate is fuelled, in part, by the assumption that fungal infections in mammals are most commonly associated with immune system dysfunction(5-7). Additionally, the recent discovery that G. destructans commonly colonizes the skin of bats of Europe, where no unusual bat mortality events have been reported(8-10), has generated further speculation that the fungus is an opportunistic pathogen and that other unidentified factors are the primary cause of WNS11,12. Here we demonstrate that exposure of healthy little brown bats (Myotis lucifugus) to pure cultures of G. destructans causes WNS. Live G. destructans was subsequently cultured from diseased bats, successfully fulfilling established criteria for the determination of G. destructans as a primary pathogen(13). We also confirmed that WNS can be transmitted from infected bats to healthy bats through direct contact. Our results provide the first direct evidence that G. destructans is the causal agent of WNS and that the recent emergence of WNS in North America may represent translocation of the fungus to a region with a naive population of animals(8). Demonstration of causality is an instrumental step in elucidating the pathogenesis(14) and epidemiology(15) of WNS and in guiding management actions to preserve bat populations against the novel threat posed by this devastating infectious disease.","2011-12-15","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"376-U129",NA,"7377",480,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND Publisher: NATURE PUBLISHING GROUP Type: Article",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Experiment looking at the disease WNS. ","Insert Screener Name"
"KGE8EI4D","journalArticle",2025,"Sereno-Cadierno, Jorge; Pardavila, Xose; Carpio, Antonio J.; Suarez-Rozada, Adrian; Lizana, Miguel","Is it only the hood, or also the neighbour? Bat occupancy and community drivers in heterogeneous urban landscapes","URBAN ECOSYSTEMS",NA,"1083-8155","10.1007/s11252-024-01615-0",NA,"Bats are one of the most diverse mammal groups, and one of the common inhabitants of urban environments globally, dealing with artificial lightning, ambient noise, and habitat loss. However, there is usually less bat diversity in urban landscapes than in natural habitats, although cities can offer adequate conditions too. To test which were the main drivers of bat occupancy and communities' assemblage in an urban environment, an acoustic sampling was carried out in 2019 in Salamanca (Western Iberia) during 3 months across 63 recording stations located in three different urban habitats: a riparian forest embedded in the city, a monumental historic area, and modern external neighborhoods. Light intensity, ambient noise, temperature, prey abundance, distance to water and tree cover values were recorded to study their effect on bat activity and bat communities. The results showed a diverse bat assemblage (8 ultrasound-confirmed species). The differences among the three communities were mainly explained by the dominance of more generalist species (Pipistrellus pipistrellus, Pipistrellus pygmaeus, Tadarida teniotis and Eptesicus serotinus) more than the studied covariables or species richness, although the river area showed the greatest diversity. Bat occupancy was negatively affected by artificial light and distance to water, while the temperature, tree cover and the relative abundance of insects had a positive effect.","2025-02","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"1-12",NA,"1",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",NA,NA,NA,"<italic>Pipistrellus</italic>; Chiroptera; City; Green areas; Ultrasonic survey; Urban ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Recorded bat activity and light intensity. Unclear if timing considered. ","Insert Screener Name"
"HTKK4AXE","journalArticle",2021,"Apoznanski, Grzegorz; Kokurewicz, Tomasz S.; Petterson, Stefan; Sanchez-Navarro, Sonia; Gorska, Monika; Rydell, Jens","Barbastelles in a production landscape: where do they roost?","ACTA CHIROPTEROLOGICA",NA,"1508-1109","10.3161/15081109ACC2021.23.1.019",NA,"Extensive areas of old forests have declined all over the temperate regions of Europe mainly due to extensive forestry. This is likely to have negative impact on bats that roost in trees, such as the western barbastelle Barbastella barbastellus. We investigated its selection of summer roosts in a commercially used landscape in southern Sweden. We captured and radio-tracked 14 bats and found 17 occupied roosts. Nine of the roosts, including two used by a maternity colony (ca. 30 females), were located between overlapping boards on the gables of barns. The remaining eight roosts, all used by single individuals, were under lose bark on thin trees (DBH = 0.2-0.35 m). All recorded roosts had entrances pointing downwards, were adjacent to deciduous trees providing protective darkness, and were in areas without artificial lighting. In the barns, the bats avoided the northern aspect, which is the lightest (sun sets in the NW and rises in the NE). Roost temperatures did not differ between tree- and barn roosts. Average ambient light intensity on emergence and return was 13.3 lux (SD = 10.1 lux). Roosts in trees and barns shared common physical characteristics, yet despite this both maternity roosts were located in barns, perhaps because such roosts had more space than available tree roosts. Our results suggest that in areas deprived of large trees and extensive old forest, barbastelle shows flexibility in roost selection, although they consistently avoid artificial lights of all kinds. An abundance of potential roosts in trees and buildings and absence of light pollution are therefore key elements in a holistic conservation program for this species.","2021-06","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"225-232",NA,"1",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: WILCZA STREET 64, 00-679 WARSAW, POLAND Publisher: MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES Type: Article",NA,NA,NA,"Barbastella barbastellus; bat conservation; light pollution; radio-tracking; roost characteristics; Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Looked at effect of lighting on roost location. ","Insert Screener Name"
"TGTEUSM4","journalArticle",2023,"Mallinger, Elyse C.; Goodwin, Katy R.; Kirschbaum, Alan; Shen, Yunyi; Gillam, Erin H.; Olson, Erik R.","Species-specific responses to white-nose syndrome in the Great Lakes region","ECOLOGY AND EVOLUTION",NA,"2045-7758","10.1002/ece3.10267",NA,"White-nose syndrome is a fungal disease that is threatening bat populations across North America. The disease primarily affects cave-hibernating bats by depleting fat reserves during hibernation and causing a range of other physiological consequences when immune responses are suppressed. Since it was first detected in 2006, the disease has killed millions of bats and is responsible for extensive local extinctions. To better understand the effects of white-nose syndrome on various bat species, we analyzed summer acoustic survey data collected from 2016 to 2020 at nine US National Parks within the Great Lakes region. We examined the effect that white-nose syndrome, time of the year relative to pup volancy, habitat type, and regional variation (i.e., park) have on the acoustic abundance (i.e., mean call abundance) of six bat species. As expected, little brown bat (Myotis lucifugus) and northern long-eared bat (Myotis septentrionalis), both hibernating species, experienced a significant decline in acoustic abundance following white-nose syndrome detection. We observed a significant increase in acoustic abundance as white-nose syndrome progressed for hoary bats (Lasiurus cinereus) and silver-haired bats (Lasionycteris noctivagans), both migratory species that are not impacted by the disease. Contrary to our predictions, we observed an increase in big brown bat (Eptesicus fuscus; hibernating) acoustic abundance and a decrease in eastern red bat (Lasiurus borealis; migratory) acoustic abundance following the detection of white-nose syndrome. We did not observe any significant changes after the onset of white-nose syndrome in the seasonal patterns of acoustic activity related to pup volancy, suggesting that production or recruitment of young may not be affected by the disease. Our results suggest that white-nose syndrome is affecting the acoustic abundance of certain species; however, these changes may not be a result of reduced reproductive success caused by the disease. In addition, species population dynamics may be indirectly affected by white-nose syndrome as a result of reduced competition or a foraging niche release. We also found that for parks located at higher latitudes, little brown bat and northern long-eared bat were more likely to experience greater declines in acoustic abundance as a result of white-nose syndrome. Our work provides insight into species-specific responses to white-nose syndrome at a regional scale and examines factors that may facilitate resistance or resiliency to the disease.","2023-07","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"",NA,"7",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,"acoustic activity; bats; disease; latitude; Pseudogymnoascus destructans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Study on WNS. ","Insert Screener Name"
